module	condition	p	direction	sig
1	injury	30	up	FALSE
1	injury	1.20998330589002e-25	down	TRUE
1	treatmentTmiddle	1.4287908943814e-07	up	TRUE
1	treatmentTmiddle	29.9999998571383	down	FALSE
2	injury	30	up	FALSE
2	injury	4.09489797991445e-89	down	TRUE
2	treatmentTmiddle	7.82071431885814e-12	up	TRUE
2	treatmentTmiddle	29.9999999999922	down	FALSE
3	injury	5.33680065313137e-78	up	TRUE
3	injury	30	down	FALSE
3	treatmentTmiddle	29.9999999999929	up	FALSE
3	treatmentTmiddle	7.05901855710478e-12	down	TRUE
4	injury	27.5611013074749	up	FALSE
4	injury	2.43908850684187	down	FALSE
4	treatmentTmiddle	4.50422766472866	up	FALSE
4	treatmentTmiddle	25.496066604317	down	FALSE
5	injury	29.5756575608612	up	FALSE
5	injury	0.424385761728082	down	FALSE
5	treatmentTmiddle	23.800962335608	up	FALSE
5	treatmentTmiddle	6.19938114392287	down	FALSE
6	injury	7.16021017121479e-21	up	TRUE
6	injury	30	down	FALSE
6	treatmentTmiddle	29.9994761634665	up	FALSE
6	treatmentTmiddle	0.00052394025410884	down	TRUE
7	injury	3.53859033403351e-46	up	TRUE
7	injury	30	down	FALSE
7	treatmentTmiddle	30	up	FALSE
7	treatmentTmiddle	2.54555902422842e-20	down	TRUE
8	injury	2.0817905395853e-15	up	TRUE
8	injury	30	down	FALSE
8	treatmentTmiddle	29.8523557636313	up	FALSE
8	treatmentTmiddle	0.147669062396197	down	FALSE
9	injury	2.23098440960981	up	FALSE
9	injury	27.769246116215	down	FALSE
9	treatmentTmiddle	9.28052180725722e-12	up	TRUE
9	treatmentTmiddle	29.9999999999907	down	FALSE
10	injury	23.3619052239137	up	FALSE
10	injury	6.63854160598278	down	FALSE
10	treatmentTmiddle	22.8912500272057	up	FALSE
10	treatmentTmiddle	7.10921430778249	down	FALSE
11	injury	5.7163453513357e-09	up	TRUE
11	injury	29.9999999942855	down	FALSE
11	treatmentTmiddle	29.9999568513508	up	FALSE
11	treatmentTmiddle	4.31594890800167e-05	down	TRUE
12	injury	29.6371458494312	up	FALSE
12	injury	0.362905541413779	down	FALSE
12	treatmentTmiddle	29.9103007490878	up	FALSE
12	treatmentTmiddle	0.0897141570848712	down	FALSE
13	injury	29.9874209566858	up	FALSE
13	injury	0.0125819987122314	down	TRUE
13	treatmentTmiddle	3.02306244767807	up	FALSE
13	treatmentTmiddle	26.9772829780575	down	FALSE
14	injury	7.06074827443098	up	FALSE
14	injury	22.9399592773311	down	FALSE
14	treatmentTmiddle	16.6831743230407	up	FALSE
14	treatmentTmiddle	13.317734395577	down	FALSE
15	injury	29.5458318312576	up	FALSE
15	injury	0.45428145602656	down	FALSE
15	treatmentTmiddle	5.81713943936537	up	FALSE
15	treatmentTmiddle	24.1836758962589	down	FALSE
